case_id,creator_id,opened_date,case_type,case_channel,resolution_hours,first_contact_resolved,satisfaction_score,case_status
SC01039,CR0385,2025-06-01,Analytics Question,Chat,2.3,1,5.0,Closed
SC01040,CR0385,2025-04-03,Monetization,Phone,11.5,0,4.0,Closed
SC01041,CR0385,2025-02-01,Policy Question,Chat,27.8,1,3.0,Closed
SC01042,CR0386,2025-06-17,Monetization,Chat,25.0,1,3.0,Closed
SC01043,CR0386,2025-05-02,Monetization,Chat,3.2,1,5.0,Closed
SC01044,CR0386,2025-12-29,Technical Issue,Email,12.9,0,5.0,Closed
SC01045,CR0386,2025-12-02,Account Access,Email,8.1,0,4.0,Closed
SC01046,CR0387,2025-08-09,Account Access,Email,45.7,1,4.0,Closed
SC01047,CR0387,2025-06-05,Account Access,Email,5.0,1,5.0,Closed
SC01048,CR0387,2025-06-22,Monetization,Chat,8.8,1,4.0,Closed
SC01049,CR0387,2025-01-13,Monetization,Chat,6.0,0,4.0,Closed
SC01050,CR0387,2025-06-28,Technical Issue,Email,13.2,0,4.0,Closed
SC01051,CR0387,2025-03-27,Monetization,Chat,3.8,1,5.0,Closed
SC01052,CR0388,2025-09-27,Technical Issue,Chat,8.6,1,5.0,Closed
SC01053,CR0388,2025-04-17,Policy Question,Phone,12.2,1,5.0,Closed
SC01054,CR0389,2025-08-05,Technical Issue,Email,,0,,Open
SC01055,CR0389,2025-01-15,Account Access,Email,,0,,Open
SC01056,CR0389,2025-10-07,Monetization,Chat,11.1,1,5.0,Closed
SC01057,CR0389,2025-12-15,Analytics Question,Email,28.5,1,4.0,Closed
SC01058,CR0389,2025-09-26,Technical Issue,Phone,11.1,0,4.0,Closed
SC01059,CR0390,2025-11-09,Policy Question,Phone,15.5,0,5.0,Closed
SC01060,CR0391,2025-09-03,Monetization,Phone,9.8,0,5.0,Closed
SC01061,CR0391,2025-04-29,Technical Issue,Chat,2.0,0,5.0,Closed
SC01062,CR0392,2025-02-14,Technical Issue,Chat,4.8,1,5.0,Closed
SC01063,CR0392,2025-01-14,Technical Issue,Email,16.7,1,4.0,Closed
SC01064,CR0392,2025-02-15,Technical Issue,Chat,7.9,1,4.0,Closed
SC01065,CR0392,2025-05-20,Analytics Question,Chat,5.8,0,5.0,Closed
SC01066,CR0392,2025-03-21,Policy Question,Chat,,0,,Open
SC01067,CR0393,2025-05-30,Policy Question,Chat,4.8,1,5.0,Closed
SC01068,CR0393,2025-09-23,Account Access,Chat,18.4,1,5.0,Closed
SC01069,CR0393,2025-01-10,Account Access,Chat,4.5,1,5.0,Closed
SC01070,CR0393,2025-07-27,Policy Question,Email,5.7,1,4.0,Closed
SC01071,CR0393,2025-06-17,Analytics Question,Phone,9.8,1,4.0,Closed
SC01072,CR0393,2025-12-27,Account Access,Email,13.9,1,4.0,Closed
SC01073,CR0394,2025-08-14,Policy Question,Chat,4.1,0,4.0,Closed
SC01074,CR0394,2025-10-09,Monetization,Chat,20.2,0,4.0,Closed
SC01075,CR0395,2025-11-11,Monetization,Email,9.2,0,4.0,Closed
SC01076,CR0395,2025-04-30,Monetization,Phone,26.8,1,3.0,Closed
SC01077,CR0396,2025-10-25,Technical Issue,Chat,12.6,1,4.0,Closed
SC01078,CR0396,2025-02-27,Technical Issue,Chat,7.4,1,5.0,Closed
SC01079,CR0398,2025-12-25,Analytics Question,Email,4.3,0,5.0,Closed
SC01080,CR0399,2025-10-02,Technical Issue,Email,12.5,0,5.0,Closed
SC01081,CR0400,2025-07-19,Technical Issue,Chat,22.6,1,4.0,Closed
SC01082,CR0401,2025-01-21,Technical Issue,Chat,6.7,1,5.0,Closed
SC01083,CR0401,2025-04-02,Account Access,Phone,,0,,Open
SC01084,CR0401,2025-08-05,Monetization,Phone,12.2,1,4.0,Closed
SC01085,CR0401,2025-09-09,Technical Issue,Email,6.8,0,5.0,Closed
SC01086,CR0401,2025-02-09,Technical Issue,Email,4.4,1,4.0,Closed
SC01087,CR0402,2025-10-01,Monetization,Phone,18.0,1,5.0,Closed
SC01088,CR0402,2025-08-13,Analytics Question,Email,4.5,1,5.0,Closed
SC01089,CR0403,2025-01-14,Policy Question,Phone,12.4,1,5.0,Closed
SC01090,CR0404,2025-03-23,Analytics Question,Email,13.2,1,5.0,Closed
SC01091,CR0405,2025-07-28,Technical Issue,Email,,0,,Open
SC01092,CR0406,2025-08-12,Policy Question,Phone,7.6,1,5.0,Closed
SC01093,CR0406,2025-12-12,Analytics Question,Phone,4.6,1,5.0,Closed
SC01094,CR0406,2025-04-09,Technical Issue,Email,10.2,1,4.0,Closed
SC01095,CR0406,2025-09-19,Technical Issue,Phone,6.2,1,4.0,Closed
SC01096,CR0407,2025-10-15,Analytics Question,Email,8.7,1,5.0,Closed
SC01097,CR0407,2025-02-23,Account Access,Chat,4.5,1,4.0,Closed
SC01098,CR0407,2025-06-20,Monetization,Email,49.3,1,2.0,Closed
SC01099,CR0408,2025-08-19,Account Access,Phone,10.7,1,4.0,Closed
SC01100,CR0408,2025-06-06,Account Access,Chat,12.8,0,3.0,Closed
SC01101,CR0408,2025-02-26,Technical Issue,Phone,4.9,1,4.0,Closed
SC01102,CR0408,2025-09-03,Policy Question,Email,13.9,0,3.0,Closed
SC01103,CR0409,2025-07-25,Technical Issue,Phone,4.9,1,5.0,Closed
SC01104,CR0409,2025-10-02,Policy Question,Chat,18.5,0,4.0,Closed
SC01105,CR0409,2025-10-15,Account Access,Email,3.2,1,5.0,Closed
SC01106,CR0409,2025-03-28,Technical Issue,Phone,21.4,1,4.0,Closed
SC01107,CR0409,2025-07-15,Monetization,Email,32.4,1,3.0,Closed
SC01108,CR0409,2025-09-21,Technical Issue,Chat,6.0,1,4.0,Closed
SC01109,CR0410,2025-08-07,Technical Issue,Phone,12.2,1,4.0,Closed
SC01110,CR0411,2025-06-01,Technical Issue,Chat,10.8,1,5.0,Closed
SC01111,CR0411,2025-03-07,Monetization,Chat,62.3,1,2.0,Closed
SC01112,CR0411,2025-05-15,Monetization,Chat,10.1,1,3.0,Closed
SC01113,CR0411,2025-05-14,Analytics Question,Chat,23.3,1,4.0,Closed
SC01114,CR0412,2025-12-25,Policy Question,Phone,21.6,1,3.0,Closed
SC01115,CR0412,2025-07-13,Policy Question,Email,21.8,1,5.0,Closed
SC01116,CR0413,2025-05-24,Account Access,Email,22.1,0,4.0,Closed
SC01117,CR0413,2025-08-30,Policy Question,Chat,10.8,1,4.0,Closed
SC01118,CR0413,2025-07-29,Technical Issue,Chat,35.1,0,3.0,Closed
SC01119,CR0413,2025-03-12,Technical Issue,Chat,5.2,1,4.0,Closed
SC01120,CR0414,2025-04-14,Monetization,Email,10.3,0,4.0,Closed
SC01121,CR0414,2025-08-06,Analytics Question,Phone,26.8,1,3.0,Closed
SC01122,CR0414,2025-04-11,Technical Issue,Email,10.4,0,5.0,Closed
SC01123,CR0414,2025-12-25,Monetization,Phone,14.1,1,4.0,Closed
SC01124,CR0415,2025-05-20,Monetization,Chat,,0,,Open
SC01125,CR0415,2025-08-30,Policy Question,Email,25.4,0,3.0,Closed
SC01126,CR0415,2025-08-18,Technical Issue,Chat,24.5,1,3.0,Closed
SC01127,CR0415,2025-04-07,Monetization,Email,6.3,0,5.0,Closed
SC01128,CR0415,2025-03-05,Account Access,Email,12.0,0,5.0,Closed
SC01129,CR0416,2025-09-27,Monetization,Email,9.4,1,5.0,Closed
SC01130,CR0416,2025-03-15,Monetization,Chat,15.7,1,4.0,Closed
SC01131,CR0416,2025-11-28,Technical Issue,Phone,,0,,Open
SC01132,CR0417,2025-06-04,Technical Issue,Email,19.9,1,4.0,Closed
SC01133,CR0417,2025-01-13,Technical Issue,Phone,17.7,1,5.0,Closed
SC01134,CR0418,2025-05-13,Technical Issue,Email,9.3,1,5.0,Closed
SC01135,CR0418,2025-11-18,Analytics Question,Email,8.2,1,4.0,Closed
SC01136,CR0418,2025-12-14,Analytics Question,Chat,13.4,1,5.0,Closed
SC01137,CR0418,2025-04-19,Monetization,Email,59.9,0,1.0,Closed
SC01138,CR0419,2025-11-24,Account Access,Chat,37.9,0,2.0,Closed
SC01139,CR0419,2025-12-19,Technical Issue,Phone,16.5,1,4.0,Closed
SC01140,CR0419,2025-02-20,Technical Issue,Phone,11.1,1,3.0,Closed
SC01141,CR0419,2025-06-23,Technical Issue,Email,28.5,1,5.0,Closed
SC01142,CR0419,2025-11-26,Analytics Question,Phone,37.7,1,3.0,Closed
SC01143,CR0419,2025-03-01,Monetization,Chat,26.5,0,4.0,Closed
SC01144,CR0419,2025-11-15,Analytics Question,Chat,3.3,1,5.0,Closed
SC01145,CR0420,2025-10-11,Technical Issue,Email,19.1,1,5.0,Closed
SC01146,CR0420,2025-03-22,Technical Issue,Email,9.1,0,5.0,Closed
SC01147,CR0420,2025-07-02,Monetization,Email,3.7,0,5.0,Closed
SC01148,CR0421,2025-01-28,Technical Issue,Chat,6.3,0,4.0,Closed
SC01149,CR0421,2025-10-24,Monetization,Chat,11.3,1,5.0,Closed
SC01150,CR0421,2025-07-13,Technical Issue,Phone,9.8,1,3.0,Closed
SC01151,CR0421,2025-07-25,Policy Question,Email,10.9,0,5.0,Closed
SC01152,CR0421,2025-07-23,Technical Issue,Chat,8.0,1,4.0,Closed
SC01153,CR0421,2025-03-17,Account Access,Email,14.3,1,4.0,Closed
SC01154,CR0422,2025-03-15,Policy Question,Email,2.4,0,5.0,Closed
SC01155,CR0422,2025-12-30,Policy Question,Phone,35.3,1,2.0,Closed
SC01156,CR0422,2025-04-07,Policy Question,Email,5.8,1,5.0,Closed
SC01157,CR0422,2025-08-09,Analytics Question,Email,19.6,0,4.0,Closed
SC01158,CR0423,2025-01-10,Policy Question,Email,4.3,1,4.0,Closed
SC01159,CR0423,2025-01-11,Policy Question,Email,48.8,1,3.0,Closed
SC01160,CR0424,2025-06-07,Analytics Question,Email,5.2,1,5.0,Closed
SC01161,CR0424,2025-09-10,Account Access,Email,7.4,1,5.0,Closed
SC01162,CR0424,2025-08-08,Technical Issue,Chat,7.0,0,5.0,Closed
SC01163,CR0424,2025-09-07,Policy Question,Chat,16.9,0,4.0,Closed
SC01164,CR0424,2025-08-30,Policy Question,Email,24.8,0,4.0,Closed
SC01165,CR0424,2025-03-14,Analytics Question,Chat,20.9,1,3.0,Closed
SC01166,CR0424,2025-04-26,Monetization,Chat,17.3,1,5.0,Closed
SC01167,CR0426,2025-02-06,Analytics Question,Chat,7.4,1,5.0,Closed
SC01168,CR0426,2025-10-27,Account Access,Chat,3.7,1,5.0,Closed
SC01169,CR0426,2025-07-29,Monetization,Chat,14.0,1,4.0,Closed
SC01170,CR0426,2025-04-20,Policy Question,Phone,28.6,1,4.0,Closed
SC01171,CR0427,2025-08-09,Technical Issue,Email,22.2,1,4.0,Closed
SC01172,CR0427,2025-07-29,Analytics Question,Chat,29.8,1,4.0,Closed
SC01173,CR0427,2025-01-13,Technical Issue,Chat,7.0,1,5.0,Closed
SC01174,CR0428,2025-10-11,Monetization,Chat,19.1,0,4.0,Closed
SC01175,CR0428,2025-11-25,Account Access,Chat,29.8,0,3.0,Closed
SC01176,CR0428,2025-01-22,Monetization,Email,5.9,1,5.0,Closed
SC01177,CR0428,2025-06-14,Account Access,Chat,17.6,0,4.0,Closed
SC01178,CR0428,2025-10-01,Monetization,Chat,4.9,1,5.0,Closed
SC01179,CR0428,2025-08-15,Technical Issue,Email,9.6,1,3.0,Closed
SC01180,CR0429,2025-05-14,Monetization,Email,6.8,1,5.0,Closed
SC01181,CR0429,2025-09-22,Analytics Question,Chat,22.6,1,4.0,Closed
SC01182,CR0430,2025-10-12,Monetization,Email,6.3,1,4.0,Closed
SC01183,CR0430,2025-02-11,Policy Question,Email,9.6,1,4.0,Closed
SC01184,CR0430,2025-03-17,Monetization,Email,,0,,Open
SC01185,CR0430,2025-12-24,Technical Issue,Phone,3.3,1,5.0,Closed
SC01186,CR0431,2025-11-29,Account Access,Email,8.6,0,4.0,Closed
SC01187,CR0431,2025-02-16,Account Access,Email,5.6,1,5.0,Closed
SC01188,CR0432,2025-07-05,Account Access,Email,13.7,1,5.0,Closed
SC01189,CR0432,2025-12-13,Policy Question,Phone,21.4,0,5.0,Closed
SC01190,CR0432,2025-02-23,Policy Question,Chat,22.0,1,2.0,Closed
SC01191,CR0432,2025-06-18,Account Access,Phone,9.1,1,5.0,Closed
SC01192,CR0434,2025-03-03,Monetization,Chat,5.1,1,4.0,Closed
SC01193,CR0434,2025-12-17,Policy Question,Chat,8.4,1,4.0,Closed
SC01194,CR0434,2025-07-08,Policy Question,Email,19.7,0,4.0,Closed
SC01195,CR0434,2025-10-12,Account Access,Chat,4.2,0,5.0,Closed
SC01196,CR0435,2025-07-21,Technical Issue,Chat,3.7,1,5.0,Closed
SC01197,CR0436,2025-02-22,Monetization,Email,4.9,1,5.0,Closed
SC01198,CR0436,2025-03-06,Monetization,Email,10.9,0,4.0,Closed
SC01199,CR0436,2025-12-03,Monetization,Phone,19.2,1,3.0,Closed
SC01200,CR0436,2025-01-31,Technical Issue,Email,18.3,0,4.0,Closed
SC01201,CR0437,2025-06-04,Account Access,Email,6.3,1,4.0,Closed
SC01202,CR0437,2025-08-27,Policy Question,Email,13.2,1,5.0,Closed
SC01203,CR0438,2025-03-16,Policy Question,Phone,33.6,0,4.0,Closed
SC01204,CR0438,2025-11-22,Analytics Question,Email,7.6,1,4.0,Closed
SC01205,CR0438,2025-02-07,Technical Issue,Chat,5.2,1,5.0,Closed
SC01206,CR0440,2025-07-05,Account Access,Chat,16.5,1,3.0,Closed
SC01207,CR0441,2025-04-20,Monetization,Email,18.8,1,5.0,Closed
SC01208,CR0441,2025-11-03,Monetization,Chat,20.1,0,3.0,Closed
SC01209,CR0441,2025-02-23,Analytics Question,Chat,11.4,1,4.0,Closed
SC01210,CR0441,2025-05-10,Technical Issue,Email,20.5,0,4.0,Closed
SC01211,CR0441,2025-06-03,Policy Question,Chat,24.9,0,3.0,Closed
SC01212,CR0442,2025-11-06,Policy Question,Email,9.4,0,5.0,Closed
SC01213,CR0442,2025-10-18,Analytics Question,Chat,7.3,1,5.0,Closed
SC01214,CR0442,2025-12-05,Analytics Question,Chat,2.4,0,4.0,Closed
SC01215,CR0442,2025-02-15,Account Access,Chat,9.5,1,5.0,Closed
SC01216,CR0443,2025-06-19,Monetization,Chat,7.2,1,5.0,Closed
SC01217,CR0443,2025-06-08,Monetization,Email,27.1,0,5.0,Closed
SC01218,CR0444,2025-12-30,Technical Issue,Email,14.6,1,5.0,Closed
SC01219,CR0444,2025-02-27,Technical Issue,Chat,6.9,1,5.0,Closed
SC01220,CR0445,2025-02-27,Monetization,Chat,9.9,0,4.0,Closed
SC01221,CR0445,2025-04-18,Technical Issue,Email,17.6,1,4.0,Closed
SC01222,CR0445,2025-07-02,Analytics Question,Chat,3.9,0,5.0,Closed
SC01223,CR0445,2025-05-06,Technical Issue,Email,16.2,1,4.0,Closed
SC01224,CR0445,2025-10-22,Analytics Question,Chat,4.6,0,5.0,Closed
SC01225,CR0445,2025-08-21,Technical Issue,Chat,,0,,Open
SC01226,CR0446,2025-12-29,Technical Issue,Phone,5.3,1,5.0,Closed
SC01227,CR0446,2025-05-26,Technical Issue,Chat,14.2,1,4.0,Closed
SC01228,CR0446,2025-04-09,Policy Question,Email,8.9,1,5.0,Closed
SC01229,CR0447,2025-09-07,Technical Issue,Email,,0,,Open
SC01230,CR0447,2025-12-02,Monetization,Phone,14.8,1,5.0,Closed
SC01231,CR0447,2025-10-17,Technical Issue,Phone,4.4,0,5.0,Closed
SC01232,CR0447,2025-09-08,Account Access,Chat,8.8,1,5.0,Closed
SC01233,CR0447,2025-06-22,Monetization,Email,9.4,1,4.0,Closed
SC01234,CR0447,2025-04-23,Monetization,Phone,14.6,1,4.0,Closed
SC01235,CR0448,2025-02-21,Monetization,Chat,15.0,1,4.0,Closed
SC01236,CR0448,2025-08-08,Monetization,Phone,5.8,1,5.0,Closed
SC01237,CR0448,2025-10-23,Account Access,Email,13.8,1,4.0,Closed
SC01238,CR0449,2025-12-04,Analytics Question,Email,5.3,1,5.0,Closed
SC01239,CR0449,2025-05-22,Monetization,Email,5.8,1,5.0,Closed
SC01240,CR0450,2025-09-20,Technical Issue,Phone,5.6,1,4.0,Closed
SC01241,CR0450,2025-09-26,Monetization,Email,25.4,1,4.0,Closed
SC01242,CR0451,2025-06-12,Technical Issue,Chat,23.2,0,3.0,Closed
SC01243,CR0451,2025-04-26,Technical Issue,Email,13.9,1,4.0,Closed
SC01244,CR0452,2025-02-16,Technical Issue,Phone,23.2,1,3.0,Closed
SC01245,CR0453,2025-05-15,Analytics Question,Chat,9.9,1,4.0,Closed
SC01246,CR0454,2025-09-27,Monetization,Chat,14.0,1,4.0,Closed
SC01247,CR0454,2025-09-19,Policy Question,Email,23.1,1,3.0,Closed
SC01248,CR0454,2025-05-24,Monetization,Chat,18.1,1,4.0,Closed
SC01249,CR0454,2025-05-02,Monetization,Phone,8.7,0,5.0,Closed
SC01250,CR0454,2025-01-22,Technical Issue,Email,3.0,1,4.0,Closed
SC01251,CR0455,2025-05-27,Technical Issue,Chat,,0,,Open
SC01252,CR0455,2025-05-22,Policy Question,Chat,29.9,1,3.0,Closed
SC01253,CR0455,2025-10-02,Monetization,Chat,6.4,1,4.0,Closed
SC01254,CR0455,2025-09-01,Monetization,Email,5.1,0,5.0,Closed
SC01255,CR0455,2025-09-14,Account Access,Chat,,0,,Open
SC01256,CR0456,2025-10-09,Analytics Question,Email,,0,,Open
SC01257,CR0456,2025-06-23,Technical Issue,Chat,15.1,0,4.0,Closed
SC01258,CR0456,2025-11-27,Policy Question,Chat,6.9,0,5.0,Closed
SC01259,CR0456,2025-03-07,Account Access,Email,14.7,1,5.0,Closed
SC01260,CR0457,2025-02-16,Analytics Question,Chat,4.3,1,5.0,Closed
SC01261,CR0457,2025-11-01,Technical Issue,Chat,8.2,1,3.0,Closed
SC01262,CR0457,2025-11-27,Technical Issue,Chat,6.0,1,5.0,Closed
SC01263,CR0457,2025-04-08,Technical Issue,Chat,7.1,0,5.0,Closed
SC01264,CR0458,2025-08-24,Monetization,Email,15.9,0,3.0,Closed
SC01265,CR0458,2025-05-10,Policy Question,Chat,10.1,1,4.0,Closed
SC01266,CR0459,2025-03-20,Technical Issue,Phone,,0,,Open
SC01267,CR0459,2025-01-10,Policy Question,Chat,13.1,1,5.0,Closed
SC01268,CR0459,2025-08-15,Account Access,Chat,6.2,1,4.0,Closed
SC01269,CR0460,2025-05-20,Analytics Question,Phone,4.9,0,4.0,Closed
SC01270,CR0460,2025-05-28,Policy Question,Chat,4.0,0,5.0,Closed
SC01271,CR0460,2025-07-27,Account Access,Phone,7.0,1,5.0,Closed
SC01272,CR0460,2025-11-24,Monetization,Email,,0,,Open
SC01273,CR0460,2025-07-27,Policy Question,Chat,28.2,1,3.0,Closed
SC01274,CR0461,2025-12-09,Monetization,Email,11.4,0,4.0,Closed
SC01275,CR0461,2025-05-02,Monetization,Email,26.8,0,3.0,Closed
SC01276,CR0461,2025-09-12,Account Access,Chat,14.3,1,4.0,Closed
SC01277,CR0461,2025-10-17,Account Access,Phone,4.9,0,4.0,Closed
SC01278,CR0461,2025-12-08,Analytics Question,Email,5.3,1,3.0,Closed
SC01279,CR0462,2025-05-14,Policy Question,Email,11.3,0,5.0,Closed
SC01280,CR0462,2025-06-01,Policy Question,Email,16.8,1,5.0,Closed
SC01281,CR0462,2025-04-07,Monetization,Chat,9.6,1,4.0,Closed
SC01282,CR0463,2025-02-09,Technical Issue,Email,6.8,1,5.0,Closed
SC01283,CR0463,2025-09-08,Monetization,Email,5.6,0,5.0,Closed
SC01284,CR0463,2025-06-25,Technical Issue,Email,19.4,1,4.0,Closed
SC01285,CR0464,2025-09-26,Account Access,Phone,4.1,1,4.0,Closed
SC01286,CR0464,2025-10-22,Account Access,Phone,5.3,0,5.0,Closed
SC01287,CR0464,2025-03-28,Monetization,Chat,13.6,0,4.0,Closed
SC01288,CR0464,2025-11-18,Policy Question,Chat,35.5,1,3.0,Closed
SC01289,CR0465,2025-11-06,Monetization,Chat,,0,,Open
SC01290,CR0466,2025-04-16,Policy Question,Phone,17.2,0,5.0,Closed
SC01291,CR0466,2025-08-18,Technical Issue,Chat,3.9,1,5.0,Closed
SC01292,CR0467,2025-08-11,Account Access,Chat,7.7,1,4.0,Closed
SC01293,CR0467,2025-09-25,Monetization,Phone,6.0,1,3.0,Closed
SC01294,CR0467,2025-11-09,Technical Issue,Chat,19.3,0,3.0,Closed
SC01295,CR0467,2025-05-28,Monetization,Chat,4.2,1,5.0,Closed
SC01296,CR0468,2025-12-12,Technical Issue,Email,3.2,1,5.0,Closed
SC01297,CR0469,2025-01-31,Analytics Question,Phone,33.3,1,3.0,Closed
SC01298,CR0469,2025-04-04,Technical Issue,Chat,10.6,1,5.0,Closed
SC01299,CR0469,2025-05-13,Monetization,Email,11.5,1,5.0,Closed
SC01300,CR0469,2025-10-27,Account Access,Chat,18.4,1,5.0,Closed
SC01301,CR0470,2025-09-07,Policy Question,Email,37.2,1,3.0,Closed
SC01302,CR0470,2025-12-08,Policy Question,Chat,10.2,1,4.0,Closed
SC01303,CR0470,2025-09-25,Policy Question,Email,29.7,0,2.0,Closed
SC01304,CR0470,2025-02-21,Technical Issue,Email,6.0,0,4.0,Closed
SC01305,CR0470,2025-07-12,Policy Question,Chat,11.1,1,4.0,Closed
SC01306,CR0471,2025-09-17,Monetization,Email,33.9,1,4.0,Closed
SC01307,CR0472,2025-02-09,Analytics Question,Phone,7.3,0,4.0,Closed
SC01308,CR0472,2025-04-03,Policy Question,Chat,31.1,1,3.0,Closed
SC01309,CR0472,2025-05-18,Policy Question,Email,34.5,0,3.0,Closed
SC01310,CR0472,2025-10-01,Monetization,Email,3.7,1,5.0,Closed
SC01311,CR0472,2025-07-11,Monetization,Phone,16.1,1,5.0,Closed
SC01312,CR0472,2025-10-19,Policy Question,Chat,35.9,1,4.0,Closed
SC01313,CR0473,2025-05-22,Technical Issue,Phone,19.4,1,5.0,Closed
SC01314,CR0473,2025-02-04,Technical Issue,Chat,9.9,1,5.0,Closed
SC01315,CR0473,2025-08-13,Analytics Question,Email,2.0,1,5.0,Closed
SC01316,CR0474,2025-04-29,Account Access,Phone,7.5,1,5.0,Closed
SC01317,CR0475,2025-01-21,Monetization,Email,6.5,1,4.0,Closed
SC01318,CR0476,2025-01-13,Technical Issue,Phone,8.9,1,4.0,Closed
SC01319,CR0477,2025-05-04,Monetization,Chat,6.7,1,5.0,Closed
SC01320,CR0477,2025-03-06,Technical Issue,Chat,,0,,Open
SC01321,CR0477,2025-01-08,Monetization,Email,4.5,1,5.0,Closed
SC01322,CR0478,2025-07-18,Technical Issue,Chat,4.5,1,4.0,Closed
SC01323,CR0478,2025-09-27,Policy Question,Email,6.0,0,4.0,Closed
SC01324,CR0478,2025-05-15,Analytics Question,Chat,12.7,0,4.0,Closed
SC01325,CR0478,2025-06-29,Technical Issue,Chat,8.2,0,5.0,Closed
SC01326,CR0478,2025-12-11,Technical Issue,Phone,16.8,1,4.0,Closed
SC01327,CR0479,2025-05-10,Policy Question,Chat,3.3,1,4.0,Closed
SC01328,CR0479,2025-06-19,Technical Issue,Email,,0,,Open
SC01329,CR0479,2025-02-19,Monetization,Phone,6.7,0,4.0,Closed
SC01330,CR0479,2025-01-07,Policy Question,Chat,12.9,1,4.0,Closed
SC01331,CR0479,2025-02-18,Policy Question,Chat,9.3,1,5.0,Closed
SC01332,CR0480,2025-08-05,Policy Question,Email,8.2,1,5.0,Closed
SC01333,CR0480,2025-01-20,Technical Issue,Email,20.5,0,3.0,Closed
SC01334,CR0480,2025-07-14,Technical Issue,Email,9.4,0,5.0,Closed
SC01335,CR0480,2025-10-31,Policy Question,Email,9.3,0,5.0,Closed
SC01336,CR0481,2025-02-23,Monetization,Chat,5.7,0,5.0,Closed
SC01337,CR0481,2025-10-30,Analytics Question,Email,23.7,1,4.0,Closed
SC01338,CR0482,2025-08-04,Technical Issue,Chat,20.0,1,5.0,Closed
SC01339,CR0482,2025-04-26,Policy Question,Email,5.5,0,3.0,Closed
SC01340,CR0482,2025-03-24,Analytics Question,Email,4.9,1,4.0,Closed
SC01341,CR0482,2025-01-07,Technical Issue,Email,37.1,1,3.0,Closed
SC01342,CR0483,2025-10-22,Policy Question,Email,8.6,0,4.0,Closed
SC01343,CR0483,2025-04-29,Monetization,Chat,4.3,1,5.0,Closed
SC01344,CR0483,2025-08-03,Policy Question,Email,,0,,Open
SC01345,CR0484,2025-01-05,Technical Issue,Chat,26.0,1,4.0,Closed
SC01346,CR0485,2025-07-27,Monetization,Email,39.1,1,2.0,Closed
SC01347,CR0485,2025-01-20,Analytics Question,Email,1.0,0,5.0,Closed
SC01348,CR0485,2025-10-31,Monetization,Email,7.2,1,4.0,Closed
SC01349,CR0486,2025-08-04,Technical Issue,Email,4.4,0,5.0,Closed
SC01350,CR0487,2025-03-12,Monetization,Phone,11.0,0,4.0,Closed
SC01351,CR0487,2025-07-14,Technical Issue,Chat,14.1,0,3.0,Closed
SC01352,CR0487,2025-03-24,Technical Issue,Chat,8.8,0,4.0,Closed
SC01353,CR0488,2025-02-14,Policy Question,Chat,21.1,1,3.0,Closed
SC01354,CR0488,2025-10-21,Analytics Question,Chat,8.1,0,4.0,Closed
SC01355,CR0489,2025-07-28,Policy Question,Chat,8.8,1,4.0,Closed
SC01356,CR0490,2025-11-24,Policy Question,Chat,7.9,1,4.0,Closed
SC01357,CR0491,2025-08-07,Monetization,Email,7.9,0,5.0,Closed
SC01358,CR0491,2025-11-22,Policy Question,Chat,4.1,0,5.0,Closed
SC01359,CR0491,2025-12-01,Technical Issue,Email,19.3,1,4.0,Closed
SC01360,CR0492,2025-11-08,Monetization,Email,83.1,1,1.0,Closed
SC01361,CR0492,2025-01-23,Policy Question,Email,8.6,0,4.0,Closed
SC01362,CR0493,2025-08-08,Policy Question,Email,15.4,0,4.0,Closed
SC01363,CR0493,2025-06-08,Monetization,Chat,34.1,0,2.0,Closed
SC01364,CR0494,2025-09-23,Technical Issue,Email,11.0,1,4.0,Closed
SC01365,CR0494,2025-01-09,Monetization,Phone,4.7,1,3.0,Closed
SC01366,CR0495,2025-02-02,Monetization,Chat,15.1,1,4.0,Closed
SC01367,CR0495,2025-04-03,Policy Question,Chat,30.4,1,3.0,Closed
SC01368,CR0495,2025-11-04,Account Access,Phone,21.5,1,4.0,Closed
SC01369,CR0496,2025-02-04,Analytics Question,Chat,10.2,0,5.0,Closed
SC01370,CR0496,2025-05-20,Account Access,Phone,8.6,0,4.0,Closed
SC01371,CR0496,2025-09-02,Policy Question,Phone,6.7,1,5.0,Closed
SC01372,CR0496,2025-02-15,Policy Question,Chat,38.4,1,3.0,Closed
SC01373,CR0496,2025-12-17,Monetization,Email,32.4,1,4.0,Closed
SC01374,CR0497,2025-03-02,Technical Issue,Email,3.5,0,5.0,Closed
SC01375,CR0497,2025-06-26,Technical Issue,Chat,16.8,0,4.0,Closed
SC01376,CR0497,2025-03-15,Account Access,Chat,4.3,1,5.0,Closed
SC01377,CR0497,2025-04-13,Technical Issue,Phone,12.7,1,5.0,Closed
SC01378,CR0497,2025-04-18,Policy Question,Email,4.8,1,5.0,Closed
SC01379,CR0497,2025-07-26,Monetization,Chat,13.6,0,3.0,Closed
SC01380,CR0498,2025-04-06,Account Access,Phone,5.0,1,5.0,Closed
SC01381,CR0498,2025-10-02,Monetization,Chat,10.5,1,4.0,Closed
SC01382,CR0498,2025-06-12,Technical Issue,Email,5.1,1,5.0,Closed
SC01383,CR0498,2025-10-05,Analytics Question,Phone,6.8,0,5.0,Closed
SC01384,CR0501,2025-07-05,Technical Issue,Chat,6.3,0,4.0,Closed
